"country_code"	"meteorite_class"	"count"	"average_mass"	"max_mass"	"min_mass"	
"CHN"	"Iron, IIIAB"	"9"	"191528.67"	"600000.0"	"458.0"	
"CHN"	"H6"	"5"	"26409.8"	"75500.0"	"529.0"	
"CHN"	"Iron, IVA"	"3"	"1068083.33"	"3000000.0"	"14250.0"	
"CHN"	"C3-ung"	"1"	"4610.0"	"4610.0"	"4610.0"	
"CHN"	"Iron"	"3"	"172666.67"	"400000.0"	"18000.0"	
"CHN"	"LL"	"1"	"665.0"	"665.0"	"665.0"	
"CHN"	"L/LL5"	"1"	"1275.0"	"1275.0"	"1275.0"	
"CHN"	"EH3"	"1"	"2600.0"	"2600.0"	"2600.0"	
"CHN"	"H"	"1"	"17450.0"	"17450.0"	"17450.0"	
"CHN"	"L/LL6-an"	"1"	"5900.0"	"5900.0"	"5900.0"	
"CHN"	"L4"	"2"	"21278.5"	"42000.0"	"557.0"	
"CHN"	"LL5"	"2"	"1.4"	"1.7"	"1.1"	
"CHN"	"Iron, IIIE"	"1"	"28000000.0"	"28000000.0"	"28000000.0"	
"CHN"	"Pallasite, PMG"	"1"	"1003000.0"	"1003000.0"	"1003000.0"	
"CHN"	"Iron, IIE"	"1"	"344.0"	"344.0"	"344.0"	
"CHN"	"Iron, IIAB"	"1"	"43000.0"	"43000.0"	"43000.0"	
"CHN"	"Iron, IVA-an"	"1"	"158500.0"	"158500.0"	"158500.0"	
"CHN"	"Iron, IAB-MG"	"1"	"9500000.0"	"9500000.0"	"9500000.0"	
"CHN"	"Iron, ungrouped"	"1"	"160000.0"	"160000.0"	"160000.0"	
"CHN"	"Iron, IAB complex"	"3"	"1766666.67"	"3000000.0"	"300000.0"	
"CHN"	"Iron, IAB-ung"	"2"	"64430.0"	"68860.0"	"60000.0"	
"CHN"	"Mesosiderite-C"	"1"	"218000.0"	"218000.0"	"218000.0"	
"JPN"	"L6"	"9"	"8937.44"	"45000.0"	"235.0"	
"JPN"	"L5"	"2"	"6262.5"	"11620.0"	"905.0"	
"JPN"	"H?"	"1"	"0.2"	"0.2"	"0.2"	
"JPN"	"H4"	"5"	"27490.72"	"135000.0"	"30.0"	
"JPN"	"H5"	"6"	"3271.0"	"17100.0"	"194.0"	
"JPN"	"H"	"4"	"2099.5"	"6510.0"	"483.0"	
"JPN"	"Stone-uncl"	"3"	"610.37"	"1500.0"	"0.1"	
"JPN"	"CK4"	"1"	"136.0"	"136.0"	"136.0"	
"JPN"	"Iron"	"4"	"1157.08"	"4180.0"	"7.3"	
"JPN"	"OC"	"1"	"4460.0"	"4460.0"	"4460.0"	
"JPN"	"L"	"2"	"820.0"	"1040.0"	"600.0"	
"JPN"	"H3-4"	"1"	"467.0"	"467.0"	"467.0"	
"JPN"	"H6"	"3"	"5093.17"	"14360.0"	"53.5"	
"JPN"	"Iron, IIAB"	"1"	"4742.0"	"4742.0"	"4742.0"	
"JPN"	"CM2"	"1"	"430.0"	"430.0"	"430.0"	
"JPN"	"H4/5"	"3"	"10892.5"	"31650.0"	"27.5"	
"JPN"	"H5-6"	"1"	"800.0"	"800.0"	"800.0"	
"JPN"	"Pallasite, PMG-an"	"1"	"330.0"	"330.0"	"330.0"	
"JPN"	"Iron, IIIAB"	"2"	"7850.0"	"10100.0"	"5600.0"	
"JPN"	"Iron, IVA"	"2"	"16790.0"	"22700.0"	"10880.0"	
"JPN"	"Iron, IIIE"	"1"	"174000.0"	"174000.0"	"174000.0"	
"DZA"	"L6"	"118"	"2866.31"	"107000.0"	"36.0"	
"DZA"	"H4"	"36"	"1021.4"	"14764.0"	"37.0"	
"DZA"	"Iron, IAB-sHL"	"1"	"1250.0"	"1250.0"	"1250.0"	
"DZA"	"H5"	"129"	"684.52"	"6300.0"	"22.0"	
"DZA"	"L5"	"42"	"1376.26"	"10000.0"	"9.0"	
"DZA"	"H3-6"	"6"	"41447.17"	"175000.0"	"114.0"	
"DZA"	"H3.9/4"	"4"	"6982.0"	"27000.0"	"115.0"	
"DZA"	"H6"	"57"	"1835.54"	"62285.0"	"36.0"	
"DZA"	"H4-5"	"6"	"414.83"	"1539.0"	"105.0"	
"DZA"	"H3.7"	"8"	"300.05"	"720.0"	"90.4"	
"DZA"	"H3.8"	"4"	"873.0"	"3130.0"	"118.0"	
"DZA"	"H5/6"	"13"	"369.15"	"2110.0"	"43.0"	
"DZA"	"LL6"	"20"	"2180.55"	"30616.0"	"32.0"	
"DZA"	"L5/6"	"3"	"163.0"	"215.0"	"112.0"	
"DZA"	"LL4-6"	"3"	"435.33"	"764.0"	"157.0"	
"DZA"	"L3.8"	"7"	"3094.64"	"19400.0"	"24.5"	
"DZA"	"L5-6"	"2"	"286.5"	"427.0"	"146.0"	
"DZA"	"L/LL6"	"5"	"764.0"	"1398.0"	"134.0"	
"DZA"	"L4"	"13"	"6494.12"	"42000.0"	"60.0"	
"DZA"	"LL5-6"	"12"	"540.75"	"3487.0"	"47.0"	
"DZA"	"CR2"	"19"	"188.32"	"475.0"	"43.0"	
"DZA"	"Mesosiderite"	"2"	"399.5"	"716.0"	"83.0"	
"DZA"	"LL3.8-6"	"2"	"475.0"	"517.0"	"433.0"	
"DZA"	"H4/5"	"14"	"453.36"	"1917.0"	"69.0"	
"DZA"	"L3.9"	"3"	"228.33"	"574.0"	"46.0"	
"DZA"	"CV3"	"5"	"161.61"	"208.0"	"63.0"	
"DZA"	"C2-ung"	"1"	"82.0"	"82.0"	"82.0"	
"DZA"	"L4-5"	"1"	"572.0"	"572.0"	"572.0"	
"DZA"	"L3-5"	"3"	"284.67"	"362.0"	"146.0"	
"DZA"	"LL4/5"	"1"	"216.0"	"216.0"	"216.0"	
"DZA"	"L4/5"	"3"	"10112.7"	"30000.0"	"103.1"	
"DZA"	"H3.9"	"2"	"730.5"	"1009.0"	"452.0"	
"DZA"	"H3.6-6"	"1"	"211.0"	"211.0"	"211.0"	
"DZA"	"H3.8-5"	"1"	"125.0"	"125.0"	"125.0"	
"DZA"	"H5-6"	"2"	"256.5"	"429.0"	"84.0"	
"DZA"	"H3-5"	"2"	"1308.0"	"2476.0"	"140.0"	
"DZA"	"H3.8/4"	"1"	"559.0"	"559.0"	"559.0"	
"DZA"	"H3.9-5"	"2"	"161.0"	"219.0"	"103.0"	
"DZA"	"CH3"	"4"	"584.75"	"1456.0"	"105.0"	
"DZA"	"LL5"	"8"	"196.12"	"510.0"	"53.0"	
"DZA"	"CO3.5"	"1"	"389.0"	"389.0"	"389.0"	
"DZA"	"H3"	"6"	"2748.33"	"15000.0"	"64.0"	
"DZA"	"R3.8-5"	"1"	"174.0"	"174.0"	"174.0"	
"DZA"	"Iron, IAB-ung"	"1"	"621.0"	"621.0"	"621.0"	
"DZA"	"L3.9/4"	"1"	"402.0"	"402.0"	"402.0"	
"DZA"	"Ureilite"	"2"	"54.5"	"68.0"	"41.0"	
"DZA"	"E4"	"1"	"59.0"	"59.0"	"59.0"	
"DZA"	"LL4"	"3"	"1406.63"	"3650.0"	"180.0"	
"DZA"	"CM2"	"2"	"881.0"	"1012.0"	"750.0"	
"DZA"	"CO3"	"3"	"240.67"	"489.0"	"115.02"	
"DZA"	"L3"	"4"	"368.88"	"1165.0"	"30.5"	
"DZA"	"Eucrite-cm"	"1"	"11935.0"	"11935.0"	"11935.0"	
"DZA"	"EL6"	"2"	"225.6"	"331.2"	"120.0"	
"DZA"	"Chondrite-ung"	"1"	"129.0"	"129.0"	"129.0"	
"DZA"	"H4-6"	"1"	"177.0"	"177.0"	"177.0"	
"DZA"	"H~5"	"1"	"74.0"	"74.0"	"74.0"	
"DZA"	"H~6"	"1"	"74.0"	"74.0"	"74.0"	
"DZA"	"L/LL3.10"	"1"	"287.0"	"287.0"	"287.0"	
"DZA"	"H"	"1"	"1760.0"	"1760.0"	"1760.0"	
"DZA"	"L"	"2"	"457.0"	"540.0"	"374.0"	
"DZA"	"Iron"	"1"	"76.0"	"76.0"	"76.0"	
"DZA"	"Iron, IIIAB"	"2"	"261250.0"	"510000.0"	"12500.0"	
"DZA"	"L~5"	"1"	"13.0"	"13.0"	"13.0"	
"DZA"	"H~4"	"1"	"717.0"	"717.0"	"717.0"	
"DZA"	"H~4/5"	"1"	"148.0"	"148.0"	"148.0"	
"DZA"	"Iron, IAB complex"	"1"	"2000.0"	"2000.0"	"2000.0"	
"DZA"	"R4"	"1"	"390.0"	"390.0"	"390.0"	
"DZA"	"Howardite"	"1"	"17.0"	"17.0"	"17.0"	
"DZA"	"Eucrite"	"1"	"65.0"	"65.0"	"65.0"	
"DZA"	"E"	"1"	"124.0"	"124.0"	"124.0"	
"DZA"	"Diogenite"	"1"	"6000.0"	"6000.0"	"6000.0"	
"DZA"	"Eucrite-mmict"	"1"	"54.0"	"54.0"	"54.0"	
"DZA"	"Eucrite-pmict"	"1"	"6.0"	"6.0"	"6.0"	
"DZA"	"L/LL3"	"1"	"2500.0"	"2500.0"	"2500.0"	
"DZA"	"L/LL5-6"	"1"	"3287.0"	"3287.0"	"3287.0"	
"DZA"	"L/LL4"	"1"	"256.0"	"256.0"	"256.0"	
"DZA"	"EL5"	"1"	"28.0"	"28.0"	"28.0"	
"DZA"	"L3.7"	"2"	"420.5"	"800.0"	"41.0"	
"DZA"	"CK4-an"	"1"	"5400.0"	"5400.0"	"5400.0"	
"DZA"	"L-imp melt"	"1"	"50.0"	"50.0"	"50.0"	
"DZA"	"L(LL)5"	"1"	"1056.0"	"1056.0"	"1056.0"	
"DZA"	"L(LL)6"	"1"	"265.0"	"265.0"	"265.0"	
"DZA"	"Winonaite"	"1"	"300.0"	"300.0"	"300.0"	
"DZA"	"Iron, IIIAB-an"	"1"	"630000.0"	"630000.0"	"630000.0"	
"SVN"	"Iron, IIAB"	"1"	"1230.0"	"1230.0"	"1230.0"	
"SVN"	"L6"	"1"	"3667.0"	"3667.0"	"3667.0"	
"SVN"	"Iron, IIIAB"	"1"	"4920.0"	"4920.0"	"4920.0"	
"UGA"	"L4"	"1"	"134.0"	"134.0"	"134.0"	
"UGA"	"C2-ung"	"1"	"500.0"	"500.0"	"500.0"	
"UGA"	"H6"	"1"	"167.7"	"167.7"	"167.7"	
"UGA"	"L6"	"3"	"2064.17"	"4975.0"	"465.5"	
"UGA"	"L5/6"	"1"	"150000.0"	"150000.0"	"150000.0"	
"UGA"	"Iron, ungrouped"	"1"	"2050.0"	"2050.0"	"2050.0"	
"CAF"	"CV3"	"1"	"1000.0"	"1000.0"	"1000.0"	
"THA"	"Iron, ungrouped"	"1"	"16700.0"	"16700.0"	"16700.0"	
"THA"	"H6"	"1"	"367.0"	"367.0"	"367.0"	
"THA"	"L6"	"1"	"23200.0"	"23200.0"	"23200.0"	
"THA"	"H5"	"1"	"3354.0"	"3354.0"	"3354.0"	
"IDN"	"LL6"	"1"	"11500.0"	"11500.0"	"11500.0"	
"IDN"	"CM2"	"1"	"629.0"	"629.0"	"629.0"	
"IDN"	"L5"	"2"	"9050.0"	"16500.0"	"1600.0"	
"IDN"	"H6"	"2"	"93000.0"	"166000.0"	"20000.0"	
"IDN"	"H5-6"	"1"	"1303.0"	"1303.0"	"1303.0"	
"IDN"	"L6"	"3"	"14463.33"	"32490.0"	"400.0"	
"IDN"	"H5"	"3"	"9323.33"	"24750.0"	"1590.0"	
"IDN"	"L4"	"1"	"3300.0"	"3300.0"	"3300.0"	
"IDN"	"LL3.6"	"1"	"1393.0"	"1393.0"	"1393.0"	
"IDN"	"Iron, IVA"	"1"	"10000.0"	"10000.0"	"10000.0"	
"IDN"	"Pallasite, PMG"	"1"	"499500.0"	"499500.0"	"499500.0"	
"IDN"	"Iron, ungrouped"	"2"	"254100.0"	"500000.0"	"8200.0"	
"ESP"	"Mesosiderite-A1"	"1"	"3200.0"	"3200.0"	"3200.0"	
"ESP"	"L6"	"6"	"3335.83"	"8800.0"	"25.0"	
"ESP"	"L/LL6"	"1"	"25000.0"	"25000.0"	"25000.0"	
"ESP"	"H4"	"2"	"2472.5"	"4000.0"	"945.0"	
"ESP"	"H5"	"6"	"41975.5"	"144000.0"	"148.0"	
"ESP"	"Howardite"	"1"	"2945.0"	"2945.0"	"2945.0"	
"ESP"	"H6"	"2"	"22000.0"	"39000.0"	"5000.0"	
"ESP"	"LL5"	"1"	"150000.0"	"150000.0"	"150000.0"	
"ESP"	"Eucrite-br"	"1"	"500.0"	"500.0"	"500.0"	
"ESP"	"Iron, IAB-ung"	"1"	"10750.0"	"10750.0"	"10750.0"	
"ESP"	"L5"	"1"	"17300.0"	"17300.0"	"17300.0"	
"ESP"	"Diogenite"	"1"	"400.0"	"400.0"	"400.0"	
"ESP"	"LL4"	"1"	"180.0"	"180.0"	"180.0"	
"ESP"	"Iron, IIE"	"1"	"134000.0"	"134000.0"	"134000.0"	
"ESP"	"Iron, IAB-MG"	"1"	"100000.0"	"100000.0"	"100000.0"	
"ESP"	"Iron, IVA-an"	"1"	"162000.0"	"162000.0"	"162000.0"	
"RUS"	"H5"	"15"	"11109.37"	"65500.0"	"14.3"	
"RUS"	"Iron, IIAB"	"4"	"6089000.0"	"23000000.0"	"100000.0"	
"RUS"	"CM2"	"1"	"1342.0"	"1342.0"	"1342.0"	
"RUS"	"Eucrite-pmict"	"1"	"219.0"	"219.0"	"219.0"	
"RUS"	"LL5"	"1"	"100000.0"	"100000.0"	"100000.0"	
"RUS"	"L6"	"17"	"18372.76"	"200000.0"	"115.0"	
"RUS"	"H5-7"	"1"	"3891.0"	"3891.0"	"3891.0"	
"RUS"	"H4"	"11"	"75356.27"	"500000.0"	"1200.0"	
"RUS"	"CV3"	"2"	"1750.05"	"3500.0"	"0.1"	
"RUS"	"H6"	"2"	"2084.0"	"3973.0"	"195.0"	
"RUS"	"CO3.2"	"1"	"200000.0"	"200000.0"	"200000.0"	
"RUS"	"L5"	"7"	"191378.0"	"1225300.0"	"207.0"	
"RUS"	"OC"	"4"	"3436.3"	"9400.0"	"845.2"	
"RUS"	"LL3.4"	"1"	"3555.0"	"3555.0"	"3555.0"	
"RUS"	"Pallasite, PMG"	"5"	"163960.0"	"323300.0"	"3500.0"	
"RUS"	"L4"	"6"	"38252.23"	"200000.0"	"113.4"	
"RUS"	"Ureilite"	"1"	"1900.0"	"1900.0"	"1900.0"	
"RUS"	"Howardite"	"1"	"2000.0"	"2000.0"	"2000.0"	
"RUS"	"Aubrite"	"1"	"3393.0"	"3393.0"	"3393.0"	
"RUS"	"Iron, IIF"	"1"	"7000.0"	"7000.0"	"7000.0"	
"RUS"	"Iron, IIIAB"	"11"	"145925.45"	"900000.0"	"992.0"	
"RUS"	"Iron"	"3"	"389.33"	"750.0"	"8.0"	
"RUS"	"Eucrite-mmict"	"1"	"750.0"	"750.0"	"750.0"	
"RUS"	"Iron, IIIE-an"	"1"	"58400.0"	"58400.0"	"58400.0"	
"RUS"	"L/LL5"	"1"	"132000.0"	"132000.0"	"132000.0"	
"RUS"	"Iron, IVA"	"2"	"11750.0"	"15900.0"	"7600.0"	
"RUS"	"Mesosiderite-B4"	"1"	"100000.0"	"100000.0"	"100000.0"	
"RUS"	"Iron, IAB-MG"	"2"	"19450.0"	"24900.0"	"14000.0"	
"RUS"	"Iron, IAB-ung"	"1"	"1825.0"	"1825.0"	"1825.0"	
"RUS"	"Mesosiderite-an"	"1"	"1990.0"	"1990.0"	"1990.0"	
"RUS"	"Iron, IAB-sHL"	"1"	"127760.0"	"127760.0"	"127760.0"	
"RUS"	"Iron, IID"	"1"	"5390.0"	"5390.0"	"5390.0"	
"RUS"	"Iron, ungrouped"	"5"	"51313.5"	"209400.0"	"3.5"	
"RUS"	"Achondrite-ung"	"1"	"12700.0"	"12700.0"	"12700.0"	
"RUS"	"Iron, IAB-sLM"	"1"	"10000.0"	"10000.0"	"10000.0"	
"RUS"	"Iron, IIE"	"1"	"28800.0"	"28800.0"	"28800.0"	
"RUS"	"CH/CBb"	"1"	"16000.0"	"16000.0"	"16000.0"	
"RUS"	"Pallasite, PES"	"1"	"132000.0"	"132000.0"	"132000.0"	
"RUS"	"Pallasite, PMG-an"	"1"	"700000.0"	"700000.0"	"700000.0"	
"RUS"	"Iron, IAB complex"	"2"	"35000.0"	"44000.0"	"26000.0"	
"RUS"	"L/LL4/5"	"1"	"789.2"	"789.2"	"789.2"	
"RUS"	"Iron, IIE-an"	"1"	"250000.0"	"250000.0"	"250000.0"	
"RUS"	"H5/6"	"1"	"11410.0"	"11410.0"	"11410.0"	
"RUS"	"Eucrite-cm"	"1"	"327.0"	"327.0"	"327.0"	
"RUS"	"H3/4"	"1"	"418.0"	"418.0"	"418.0"	
"RUS"	"H3.8"	"1"	"4239.0"	"4239.0"	"4239.0"	
"RUS"	"L3"	"1"	"11400.0"	"11400.0"	"11400.0"	
"RUS"	"H3"	"1"	"1390.0"	"1390.0"	"1390.0"	
"RUS"	"H4/5"	"1"	"4500.0"	"4500.0"	"4500.0"	
"MLI"	"H5"	"9"	"15689.0"	"100000.0"	"450.0"	
"MLI"	"L5"	"5"	"27812.6"	"110000.0"	"295.0"	
"MLI"	"Iron, ungrouped"	"1"	"37500.0"	"37500.0"	"37500.0"	
"MLI"	"CR2"	"1"	"1250.0"	"1250.0"	"1250.0"	
"MLI"	"L6"	"5"	"957.4"	"2027.0"	"72.0"	
"MLI"	"H6"	"1"	"360.0"	"360.0"	"360.0"	
"MLI"	"H4"	"3"	"291.67"	"713.0"	"66.0"	
"MLI"	"Mesosiderite"	"1"	"4121.0"	"4121.0"	"4121.0"	
"MLI"	"L4"	"2"	"4089.5"	"8000.0"	"179.0"	
"MLI"	"EL7"	"1"	"421.0"	"421.0"	"421.0"	
"MLI"	"H3.5"	"1"	"745.0"	"745.0"	"745.0"	
"MLI"	"L4/5"	"1"	"1000.0"	"1000.0"	"1000.0"	
"MLI"	"Diogenite-olivine"	"1"	"2290.0"	"2290.0"	"2290.0"	
"MLI"	"Iron, IIAB"	"1"	"1700.0"	"1700.0"	"1700.0"	
"MLI"	"Diogenite"	"1"	"24370.0"	"24370.0"	"24370.0"	
"POL"	"L5"	"1"	"15500.0"	"15500.0"	"15500.0"	
"POL"	"Eucrite-pmict"	"1"	"4000.0"	"4000.0"	"4000.0"	
"POL"	"H5"	"3"	"84146.67"	"250000.0"	"690.0"	
"POL"	"H4"	"1"	"1000.0"	"1000.0"	"1000.0"	
"POL"	"Mesosiderite-A3"	"1"	"59000.0"	"59000.0"	"59000.0"	
"POL"	"Stone-uncl"	"1"	"910.0"	"910.0"	"910.0"	
"POL"	"L"	"1"	"7000.0"	"7000.0"	"7000.0"	
"POL"	"L6"	"1"	"1066.0"	"1066.0"	"1066.0"	
"POL"	"Iron"	"2"	"1438.0"	"2500.0"	"376.0"	
"POL"	"Iron, IAB-MG"	"2"	"196000.0"	"290000.0"	"102000.0"	
"POL"	"H4/5"	"1"	"8.9"	"8.9"	"8.9"	
"POL"	"Iron, IIIAB"	"1"	"21500.0"	"21500.0"	"21500.0"	
"POL"	"L/LL5"	"1"	"8.0"	"8.0"	"8.0"	
"POL"	"Enst achon-ung"	"1"	"8680.0"	"8680.0"	"8680.0"	
"MAR"	"LL6"	"6"	"13471.42"	"45000.0"	"102.0"	
"MAR"	"H3-5"	"1"	"17000.0"	"17000.0"	"17000.0"	
"MAR"	"H5"	"21"	"10854.16"	"100000.0"	"10.8"	
"MAR"	"Martian (shergottite)"	"2"	"7500.0"	"8000.0"	"7000.0"	
"MAR"	"Iron, IIAB"	"2"	"53000.0"	"100000.0"	"6000.0"	
"MAR"	"Eucrite"	"2"	"397.0"	"712.0"	"82.0"	
"MAR"	"Aubrite"	"1"	"3000000.0"	"3000000.0"	"3000000.0"	
"MAR"	"Lunar"	"1"	"5.92"	"5.92"	"5.92"	
"MAR"	"Eucrite-mmict"	"2"	"832.5"	"1470.0"	"195.0"	
"MAR"	"L6"	"13"	"9435.15"	"50200.0"	"46.0"	
"MAR"	"H6"	"13"	"1564.34"	"12000.0"	"28.8"	
"MAR"	"H5-an"	"1"	"18.0"	"18.0"	"18.0"	
"MAR"	"L4"	"23"	"562.21"	"5146.0"	"10.0"	
"MAR"	"Ureilite"	"3"	"912.67"	"2100.0"	"216.0"	
"MAR"	"H4"	"16"	"946.96"	"9747.0"	"5.0"	
"MAR"	"L5"	"12"	"864.98"	"5200.0"	"4.0"	
"MAR"	"Iron"	"1"	"79900.0"	"79900.0"	"79900.0"	
"MAR"	"EL6"	"2"	"312.2"	"390.0"	"234.4"	
"MAR"	"LL5"	"2"	"3507.5"	"7000.0"	"15.0"	
"MAR"	"H4/5"	"1"	"5.0"	"5.0"	"5.0"	
"MAR"	"Achondrite-ung"	"1"	"40.0"	"40.0"	"40.0"	
"MAR"	"H3-6"	"1"	"4.0"	"4.0"	"4.0"	
"MAR"	"H3/4"	"1"	"22.0"	"22.0"	"22.0"	
"MAR"	"H3.7"	"1"	"305.0"	"305.0"	"305.0"	
"MAR"	"Lunar (basalt)"	"2"	"228.0"	"300.0"	"156.0"	
"MAR"	"C3-ung"	"1"	"192.0"	"192.0"	"192.0"	
"MAR"	"H3.8"	"3"	"200.37"	"422.0"	"5.1"	
"MAR"	"L4/5"	"1"	"43.0"	"43.0"	"43.0"	
"MAR"	"Howardite"	"1"	"6310.0"	"6310.0"	"6310.0"	
"MAR"	"L3.9"	"1"	"14.1"	"14.1"	"14.1"	
"MAR"	"L3.8"	"2"	"180.0"	"320.0"	"40.0"	
"MAR"	"L3.8-6"	"1"	"33.9"	"33.9"	"33.9"	
"MAR"	"CO3"	"1"	"249.73"	"249.73"	"249.73"	
"MAR"	"CK4"	"2"	"154.36"	"161.0"	"147.72"	
"MAR"	"H3"	"4"	"1947.0"	"6700.0"	"159.0"	
"MAR"	"Angrite"	"1"	"212.8"	"212.8"	"212.8"	
"MAR"	"CH3"	"1"	"62.9"	"62.9"	"62.9"	
"MAR"	"LL3.5"	"1"	"2020.0"	"2020.0"	"2020.0"	
"MAR"	"LL4"	"1"	"105.0"	"105.0"	"105.0"	
"MAR"	"Iron, IAB-MG"	"1"	"35400.0"	"35400.0"	"35400.0"	
"MAR"	"R4"	"3"	"274.33"	"642.0"	"36.0"	
"MAR"	"Iron, IIIAB"	"2"	"26650.0"	"50000.0"	"3300.0"	
"MAR"	"L-imp melt"	"1"	"1280.0"	"1280.0"	"1280.0"	
"MAR"	"CV3"	"2"	"297.5"	"395.0"	"200.0"	
"MAR"	"LL3"	"2"	"4600.0"	"8000.0"	"1200.0"	
"MAR"	"Acapulcoite"	"1"	"3824.0"	"3824.0"	"3824.0"	
"MAR"	"CK4/5"	"1"	"767.0"	"767.0"	"767.0"	
"MAR"	"L3-5"	"1"	"2000.0"	"2000.0"	"2000.0"	
"MAR"	"H3.0-3.4"	"1"	"738.0"	"738.0"	"738.0"	
"MAR"	"CR2"	"1"	"174.0"	"174.0"	"174.0"	
"MAR"	"Mesosiderite"	"1"	"73300.0"	"73300.0"	"73300.0"	
"MAR"	"Iron, IAB-ung"	"1"	"50000.0"	"50000.0"	"50000.0"	
"TUN"	"L6"	"8"	"4015.68"	"19000.0"	"5.2"	
"TUN"	"LL6"	"2"	"9374.0"	"18000.0"	"748.0"	
"TUN"	"H5-6"	"2"	"5010.5"	"10000.0"	"21.0"	
"TUN"	"Diogenite"	"1"	"12000.0"	"12000.0"	"12000.0"	
"TUN"	"H6"	"8"	"1703.88"	"7200.0"	"10.0"	
"TUN"	"L4/5"	"1"	"331.0"	"331.0"	"331.0"	
"TUN"	"H3"	"1"	"39.0"	"39.0"	"39.0"	
"TUN"	"H4"	"3"	"20.0"	"26.0"	"17.0"	
"TUN"	"L5/6"	"1"	"62.0"	"62.0"	"62.0"	
"TUN"	"Martian (shergottite)"	"1"	"538.0"	"538.0"	"538.0"	
"TUN"	"H5"	"2"	"315.0"	"335.0"	"295.0"	
"TUN"	"L5"	"1"	"50.1"	"50.1"	"50.1"	
"TUN"	"L4"	"2"	"75.8"	"126.0"	"25.6"	
"TUN"	"L4-5"	"1"	"1684.0"	"1684.0"	"1684.0"	
"ZAF"	"H6"	"395"	"184.11"	"9011.0"	"0.26"	
"ZAF"	"CM2"	"63"	"109.18"	"5200.0"	"0.65"	
"ZAF"	"H5"	"846"	"146.25"	"10790.0"	"0.01"	
"ZAF"	"EL6"	"6"	"252.83"	"1064.0"	"8.19"	
"ZAF"	"L6"	"990"	"230.92"	"48000.0"	"0.07"	
"ZAF"	"Eucrite-pmict"	"39"	"301.44"	"4232.0"	"3.03"	
"ZAF"	"Howardite"	"30"	"65.84"	"480.0"	"4.14"	
"ZAF"	"Iron, IID"	"1"	"17200.0"	"17200.0"	"17200.0"	
"ZAF"	"H"	"28"	"131.93"	"1015.56"	"0.4"	
"ZAF"	"EH5"	"2"	"6925.06"	"13780.0"	"70.13"	
"ZAF"	"L5"	"120"	"290.81"	"8270.54"	"0.56"	
"ZAF"	"L4"	"211"	"260.71"	"19064.5"	"0.67"	
"ZAF"	"H4"	"1853"	"75.32"	"8121.0"	"0.2"	
"ZAF"	"Ureilite"	"15"	"74.88"	"419.03"	"2.84"	
"ZAF"	"L3"	"75"	"188.93"	"4188.0"	"0.71"	
"ZAF"	"Mesosiderite"	"4"	"460.04"	"1115.45"	"1.38"	
"ZAF"	"Eucrite"	"17"	"112.97"	"661.8"	"0.66"	
"ZAF"	"H3"	"74"	"58.24"	"1131.49"	"0.37"	
"ZAF"	"CK6"	"4"	"53.17"	"147.52"	"12.77"	
"ZAF"	"LL6"	"269"	"252.86"	"46000.0"	"0.44"	
"ZAF"	"Diogenite"	"78"	"120.29"	"2193.9"	"0.9"	
"ZAF"	"LL3"	"38"	"341.31"	"6567.0"	"0.26"	
"ZAF"	"LL4"	"60"	"167.91"	"1688.57"	"0.87"	
"ZAF"	"H3.7"	"43"	"148.4"	"778.9"	"10.44"	
"ZAF"	"LL3.8"	"6"	"28.51"	"51.62"	"15.8"	
"ZAF"	"LL3.6"	"2"	"158.82"	"181.2"	"136.44"	
"ZAF"	"Eucrite-mmict"	"17"	"426.59"	"5706.0"	"10.0"	
"ZAF"	"H3.6"	"18"	"60.81"	"244.45"	"14.67"	
"ZAF"	"L3.1"	"6"	"277.2"	"650.84"	"46.08"	
"ZAF"	"CV3"	"8"	"51.53"	"197.26"	"2.06"	
"ZAF"	"CO3.3"	"2"	"12727.06"	"25322.0"	"132.11"	
"ZAF"	"H3.9"	"4"	"73.4"	"190.86"	"13.1"	
"ZAF"	"H3.8"	"19"	"215.6"	"1896.48"	"21.25"	
"ZAF"	"CK4"	"3"	"23.43"	"28.77"	"17.65"	
"ZAF"	"L3.4"	"2"	"38.85"	"44.5"	"33.2"	
"ZAF"	"H3.4"	"4"	"193.06"	"700.0"	"16.24"	
"ZAF"	"CK5"	"6"	"103.14"	"316.18"	"9.83"	
"ZAF"	"L3.7"	"15"	"154.12"	"1091.6"	"11.43"	
"ZAF"	"LL5"	"12"	"500.86"	"3111.0"	"1.75"	
"ZAF"	"H4-6"	"4"	"29.91"	"54.1"	"3.47"	
"ZAF"	"H7"	"4"	"18.37"	"48.53"	"1.3"	
"ZAF"	"CO3"	"33"	"36.42"	"184.01"	"1.34"	
"ZAF"	"L3.6"	"16"	"620.34"	"4864.0"	"25.95"	
"ZAF"	"EH3"	"7"	"127.22"	"715.0"	"16.49"	
"ZAF"	"H3.3"	"3"	"26.6"	"37.82"	"15.87"	
"ZAF"	"LL7"	"5"	"81.61"	"234.59"	"14.68"	
"ZAF"	"L3.5"	"7"	"358.49"	"1136.8"	"27.4"	
"ZAF"	"H3.7-6"	"1"	"97.8"	"97.8"	"97.8"	
"ZAF"	"LL4-6"	"4"	"9.86"	"21.86"	"2.22"	
"ZAF"	"LL"	"216"	"95.72"	"5483.2"	"0.99"	
"ZAF"	"CH3"	"3"	"36.78"	"52.12"	"9.12"	
